RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,Avg
60929,08035,Haddon Heights,NJ,Philadelphia,Camden,7704,265200,266900,265100,262700,261200,261900,265100,267900,269300,270700,271900,272100,270400,269800,271200,274100,276200,278100,279800,281100,280200,278500,277000,276200,275600,275200,276400,279200,280700,280700,282200,282500,280800,281200,284200,283700,281900,280700,278900,276000,275200,274100,270700,266700,265300,266900,269600,270300,269000,269300,271500,274000,274900,275000,276500,279900,281600,281800,282800,286100,274562
60674,07442,Pompton Lakes,NJ,New York,Passaic,6993,260100,257400,256300,257500,257400,254200,249500,244500,239500,235800,233900,232700,234400,239800,242900,241800,242800,248600,255400,261200,264400,266300,267700,270200,271500,270800,270600,271900,272600,272000,273900,277700,280700,281600,281000,282900,285200,286200,288400,291400,291100,289200,287900,287200,289200,293000,296900,298100,297300,295900,293700,290300,288400,288000,286400,282300,278100,274500,270500,268000,270312
60987,08098,Pilesgrove,NJ,Philadelphia,Salem,7461,256400,255000,255300,256100,256700,257000,255200,252000,253800,259700,262500,260800,257800,255100,252900,252100,255000,259900,264400,266600,268300,269600,270000,271000,274800,279600,286500,293500,296600,292400,285800,281200,278200,275000,271900,268900,269800,270900,269400,268900,268900,267800,269000,270700,272800,274800,278000,280200,278700,275200,272900,267600,262500,262600,268000,275700,277600,275400,271200,271100,268788
61133,08628,Ewing,NJ,Trenton,Mercer,7025,275800,275500,273000,270600,267800,265400,264700,264100,261900,258700,256700,254800,252800,251300,249500,246500,244300,243800,244100,244500,244400,245000,247300,248900,248200,247100,248000,250200,255300,262900,269900,274000,276300,276900,276800,276800,276300,275800,276400,277900,279200,280400,281700,282900,284400,287100,291500,294500,295100,294800,293500,290800,286500,280800,276700,274300,273800,273900,273000,270500,268093
61199,08830,Woodbridge Township,NJ,New York,Middlesex,5671,242600,240400,239500,241200,243600,245100,245900,247600,248400,248100,248500,250500,251600,251000,250500,251000,251100,252300,256400,260600,262800,263900,265100,266800,269000,270500,269800,268100,268100,269400,269700,270600,273700,275100,273900,273700,276000,277900,278300,278000,278200,279200,279400,278700,277700,277800,278500,278800,278800,280300,282700,283700,283600,283900,284400,284800,286200,290300,295500,296800,267427
60967,08077,Cinnaminson,NJ,Philadelphia,Burlington,5299,255200,256100,256600,256800,255800,256000,257400,257500,256300,255200,255700,256900,257700,257900,257800,256500,255100,255200,257200,260500,263000,263800,263500,262500,262100,263600,265700,266500,267200,267800,268200,269300,271200,271500,270000,267700,266400,266100,266200,266500,267400,269500,271900,273800,274100,274200,274600,275000,273700,272300,271400,271300,271100,270700,270100,270800,272500,274700,277700,280900,265332
60613,07109,Belleville,NJ,New York,Essex,2362,252800,252200,250500,247000,245500,247200,249400,249900,249400,248100,247700,248800,250000,250300,250700,250900,252200,253900,256700,259300,261300,260700,259300,257800,258800,262000,264700,266600,268800,270600,270600,270400,270800,270500,269300,269400,269900,269400,268300,268400,270100,271100,269700,268800,269300,270100,269400,268100,268500,270400,271500,271500,269200,269700,275900,284700,292300,297700,303900,307600,264660
60782,07735,Union Beach,NJ,New York,Monmouth,5251,252200,250200,249800,251100,252600,252400,251500,251500,252400,253000,253700,253800,254900,255800,256900,258400,258900,257000,256000,256900,259000,261200,262900,264700,267000,268100,268000,268300,269500,270500,270200,268400,266600,265600,264600,262400,260000,259200,260100,261000,261700,262900,264200,265800,266500,266400,267500,269800,271300,272400,273600,273500,274100,277000,280100,281900,283100,284100,285400,287100,264078
60996,08108,Collingswood,NJ,Philadelphia,Camden,5006,247200,248800,248000,247300,247400,248000,249000,250300,251100,251100,250500,250300,250800,251900,253900,256400,259100,260800,261500,261200,261700,262100,262300,263200,264200,264700,265000,265500,266600,269100,271600,272100,272300,273000,272500,270300,268300,267200,266900,266600,265700,264900,265300,267800,270300,270500,269200,268600,268300,269600,272200,274800,275600,275600,275700,276500,276900,277000,277700,280300,263872
61131,08620,Hamilton Township,NJ,Trenton,Mercer,6833,252700,251800,252800,254900,255300,254200,253900,255700,258600,259600,258300,257300,258400,259900,261600,263400,264100,262800,261200,261400,263100,264900,265700,266900,267100,265900,265300,266200,266600,267200,268300,267000,263700,261500,260300,259000,259400,260600,262300,264900,267000,268200,269700,270400,270400,270700,271500,272900,273700,272400,269500,266700,264700,265500,267400,268300,268100,268200,270000,272500,263860
60527,07011,Clifton,NJ,New York,Passaic,2777,244000,241900,240300,238000,234500,232900,232400,231500,230500,230700,231800,234100,236900,237400,235900,235600,237500,239200,241000,242600,244600,248200,252500,255000,256600,259600,263400,266600,269200,272000,273300,272700,271400,270500,270600,271200,270100,267800,266800,266400,265100,264800,266900,270100,272600,273700,274300,275300,277300,279900,281700,281300,280100,280900,283700,287000,289800,291400,292400,293800,259988
60928,08034,Cherry Hill,NJ,Philadelphia,Camden,5074,250600,249800,248000,245900,244400,243000,241800,241100,241400,241800,242600,243400,244900,247200,250200,253300,255900,256800,256000,255900,255500,254900,254300,254200,253600,253500,254300,256100,258100,260400,263300,264500,263600,261900,260500,259200,258100,256800,255900,256100,256700,257500,258200,259200,260900,262600,262200,261300,262300,265200,267100,267500,268900,271200,272000,271800,273200,275500,278200,280900,257353
60976,08087,Mystic Islands,NJ,New York,Ocean,3126,253100,254300,256700,257300,255800,253500,250100,248400,248300,248800,249700,249300,247700,247800,249200,250000,250600,251400,253200,254600,255400,257300,260500,262400,262100,260800,261100,262200,263100,263900,264100,264500,263900,261900,260600,261200,261000,259900,259200,258200,257900,259300,260900,261400,261400,260700,259400,259100,258200,256600,254600,253800,254700,257100,259800,260400,259500,259400,260400,261000,257145
61180,08805,Bound Brook,NJ,New York,Somerset,6717,245800,243400,242600,243000,243800,244700,245200,244900,243800,242200,240600,240100,241500,243000,243600,243400,243600,245700,250100,254600,256700,258400,261200,263600,263900,263200,263300,264700,266900,267800,267200,265600,264900,264300,264600,265200,263200,257500,253300,253000,254700,256000,257200,257900,257500,255800,253300,255600,262100,267600,269000,270000,271100,270800,268600,267700,269500,272000,274200,275600,257005
60902,08005,Barnegat Township,NJ,New York,Ocean,3668,249700,250900,252600,252700,250800,248200,246200,244500,244100,246100,248500,249700,250200,250800,251400,252800,253800,254300,255300,256100,256900,258100,259200,259400,258600,258400,260100,261600,261400,260600,260500,261700,261900,259800,257300,256600,256700,256900,256500,255200,254500,256600,258600,258300,257400,258100,257900,257700,258200,257500,256000,256100,257600,258400,259000,259600,260700,260700,261400,262900,255888
61130,08619,Hamilton Township,NJ,Trenton,Mercer,4161,236800,235700,235500,235600,236200,238000,240300,242600,245000,245800,245300,246800,249400,251300,252500,253600,253600,252300,251300,251500,252500,254000,256100,258200,259400,260700,261400,260900,259800,260100,260200,259800,259000,258800,258400,258400,258300,258100,258300,258400,258300,258800,259800,261400,263200,264800,265800,266300,266200,266300,266000,265000,263300,261900,261600,261100,259500,257800,257100,257300,255190
60565,07055,Passaic,NJ,New York,Passaic,526,235500,232600,230700,230500,230100,229000,227300,226700,226400,227900,230700,232800,232700,231000,229300,227700,226800,227800,229300,231000,234400,237000,235700,234600,235900,239100,241500,243900,246800,250900,251500,249300,249600,253600,259400,265700,270300,271600,273500,274300,272700,271700,273800,276700,279100,280600,283900,287400,287400,285700,285200,285000,284500,284100,287300,290400,289600,287400,287800,288400,254718
61021,08234,Egg Harbor Township,NJ,Atlantic City,Atlantic,1336,253200,250500,251100,252300,253700,256200,257600,258000,259000,259700,261100,261400,259800,258000,257500,257100,256400,254200,251800,250700,250500,251600,253300,254400,255900,258100,259300,258600,257300,256000,255800,257100,258700,259100,257800,254600,252400,252600,253200,252500,251400,250800,250700,249700,247500,246800,246100,244600,243400,243700,244000,245200,245600,245000,243400,241400,241000,241500,244000,249100,252383
61151,08722,Beachwood,NJ,New York,Ocean,7284,239500,240800,240300,238800,237800,237000,236600,237500,238800,239100,239700,241100,242700,244400,245200,245700,246600,248700,251300,252500,252900,254400,256100,255900,254900,253800,253900,253400,251900,250400,250500,251800,253300,254200,255100,254100,251000,249600,249900,249600,249500,250400,250300,249100,247100,246500,248100,252000,255700,256700,257100,259100,260300,260300,261100,262100,261800,260200,259300,260100,250127
61045,08318,Pittsgrove,NJ,Philadelphia,Salem,6707,240700,239600,238600,238500,239100,239100,238900,240700,243900,245900,246000,244000,241800,240900,239200,238600,241200,244700,247500,250100,250800,249800,249900,253700,258000,260300,261000,262000,263500,261400,253800,247400,245900,245600,243500,238800,236500,240700,247300,249700,249400,251400,254200,254100,252100,250600,250600,250900,251100,251300,251600,251700,251200,249900,249700,249900,250200,251600,252800,252200,248085
61245,08901,New Brunswick,NJ,New York,Middlesex,1867,228700,227000,224500,223500,226300,229600,232100,235700,239800,243100,244900,244000,239000,233700,230700,229700,229800,232100,235700,240200,245900,248100,245900,244000,245500,245100,245500,247700,252300,256800,259900,260600,260100,255600,249900,246200,245100,247100,249700,251600,250700,248500,247600,251500,256000,258800,260300,261700,262400,263300,263700,262100,259900,258500,258600,258600,258400,261600,267300,270100,247538
60906,08009,Berlin Borough,NJ,Philadelphia,Camden,6366,236200,235000,233800,232900,233200,234300,235100,235900,236700,237200,238300,240500,242400,244500,247000,249400,251200,251800,250700,249900,249800,249700,250300,251700,252500,252300,252100,251100,248500,247400,248300,248600,247500,246300,245500,244800,244300,244400,244800,245900,247600,248100,247400,247100,247600,248300,248200,248100,249200,251100,252100,252700,253000,254400,257400,259000,259200,259700,259500,258600,247168
60931,08037,Hammonton,NJ,Atlantic City,Atlantic,4386,240300,237500,237700,239100,240100,242100,243300,243500,244800,246600,248000,247900,246600,245900,244500,242000,239400,238100,238100,238800,238900,240300,242300,244200,246900,249300,249900,250400,250800,249800,249000,248700,249100,249500,250700,251400,252000,252500,253400,252800,251300,250700,251700,251900,249300,246300,242800,241200,242000,244000,245900,248200,248400,247700,246500,244500,243600,243500,245600,250100,245857
60950,08060,Mt Holly Township,NJ,Philadelphia,Burlington,4193,233300,233600,233700,233800,233900,235300,237200,238300,238300,238800,239400,239100,238500,238000,236600,234700,235700,239100,242000,243700,244900,245100,245500,245500,243400,241300,241500,241500,239200,236500,236400,236800,235800,234700,235000,234900,235500,236400,237100,237700,238700,240200,242100,243500,243800,243500,243800,244400,244400,245000,246600,247500,248200,248700,248300,248400,251300,254600,255500,255000,241020
60965,08075,Delran,NJ,Philadelphia,Burlington,3070,226000,226900,227700,228300,227800,226900,227100,228200,228000,227200,227000,227800,229100,230000,229600,229400,230400,231900,232900,234000,235200,235600,235500,235400,234800,234300,234900,236000,237300,238800,241700,246200,251400,253000,251700,250100,251100,252600,252600,250800,248500,247700,247400,246500,244000,243100,243700,245000,244700,243800,242000,241200,241400,241700,241600,242900,244900,246900,248000,247800,238800
61003,08205,Galloway,NJ,Atlantic City,Atlantic,3300,239200,235800,234800,234700,236200,239100,240800,242200,245600,249000,251100,252600,253100,253800,254900,254000,250900,247000,243300,241900,243400,245500,247000,248100,248400,247900,248000,249100,249100,248100,248000,247100,244200,241800,240200,237700,235300,233700,233000,232700,232800,232900,234200,234100,231200,227300,224400,222800,223600,224900,224700,224500,225300,225900,225800,225300,226100,228000,230700,233200,238767
60524,07008,Carteret,NJ,New York,Middlesex,4898,222700,220900,219900,219800,218900,217000,216800,218700,221200,222900,225000,227200,228100,228600,229200,228600,227600,228200,228400,228000,229900,235900,239700,239300,239100,240200,239200,239200,241600,243200,244200,246600,247600,245400,242700,241900,242300,241800,242700,246700,252300,253700,251300,249100,248500,246500,245100,245100,245200,244900,244800,244800,244800,247200,251100,253100,254100,258300,264400,268200,238657
61056,08330,Hamilton Township,NJ,Atlantic City,Atlantic,3158,229100,225600,226000,226400,227200,229300,229800,228600,228900,230100,231200,231800,231600,231100,231200,231400,230700,229700,229700,230500,230700,232800,236800,239000,239700,242500,244900,244000,241900,240500,240700,242100,242000,240200,238400,235400,232900,232600,232500,231000,230500,231500,233000,233900,234900,234500,231400,228400,227300,227200,228400,231200,233600,234000,233000,230600,229300,230500,234600,240500,233147
61173,08757,Berkeley,NJ,New York,Ocean,912,219500,219900,223300,223600,222600,222600,222200,221600,222700,223700,223600,225100,226700,225400,223200,223600,224500,224000,223900,225800,227800,228200,228600,228400,227500,228300,230200,230700,230500,231100,232700,234800,236100,235900,235000,233600,232700,232800,233200,233600,233500,234300,235500,235100,234500,235800,237200,238100,238100,237900,238100,238300,237700,237600,239500,242200,243100,243600,246900,250500,231278
61016,08225,Northfield,NJ,Atlantic City,Atlantic,7596,245800,241200,237200,233000,232000,234400,235400,234500,232000,229800,230000,232500,233400,233500,233400,232100,229900,228400,227000,227400,229800,232100,235300,239700,242900,244200,245500,245900,243900,240300,240000,242600,242200,239300,237300,235800,233200,231400,231600,232800,232000,229900,230100,229000,225300,222000,219900,218900,219200,217200,215300,216100,216500,215300,214300,213100,212700,213200,216400,221500,230443
60899,08002,Cherry Hill,NJ,Philadelphia,Camden,4114,225200,224900,223800,221600,220200,219000,217700,216900,217000,216800,217000,218000,219200,221300,223800,226100,227700,228800,229200,229200,227400,225600,225200,226000,226000,225700,225400,226100,227500,228800,229300,229700,229300,228100,228000,228500,227900,227600,229100,230500,231800,233300,234300,234700,235300,236200,236300,236100,237100,238700,239700,240800,241900,242300,243500,244900,245700,246100,246400,246800,229783
60971,08081,Gloucester,NJ,Philadelphia,Camden,973,217100,216500,215100,213500,212800,212800,212900,213600,215400,217100,218900,220500,222300,223700,224800,225800,227500,228400,227900,227600,227000,226700,227100,228100,228900,230100,230300,229800,229100,230400,233400,235000,235400,235400,235000,233300,231600,230300,230500,230400,230000,229800,230600,231300,231700,232000,232000,232200,232800,233500,234600,236100,236700,237700,238600,238700,238200,238400,239000,239500,228423
60641,07304,Jersey City,NJ,New York,Hudson,1281,194900,195600,198000,199800,197600,197100,198900,198600,196800,197800,198400,199300,199900,199900,199500,199300,199400,199300,200500,202500,204700,205400,206400,209500,211200,211600,210500,208600,207400,209700,212000,215400,219600,223000,223000,220400,220000,224100,229100,233000,235400,236000,235100,236100,239000,242100,243600,247000,251300,254400,257400,264700,271600,276200,280800,284500,286300,288500,292000,299000,224978
61219,08861,Perth Amboy,NJ,New York,Middlesex,1436,208400,207700,207900,207800,206900,205100,204400,206000,208100,209100,210300,211600,212200,213500,214600,213800,212900,213400,215400,217200,218300,219000,220300,221700,222500,223700,223900,222500,221100,220800,220900,222200,224000,224700,225400,225100,224700,225700,229000,232100,234300,236000,237400,238800,238600,236800,234500,233900,233800,233100,232200,234500,238300,241600,243900,244400,244800,248300,253100,256300,224475
61072,08361,Vineland,NJ,Vineland,Cumberland,5620,222000,221700,221700,221000,220500,221000,220800,220100,220000,219700,218400,217200,217300,219000,220500,219800,218400,217700,217500,217500,217200,216500,216100,217100,218700,221000,223400,225900,225700,224600,224300,223700,223000,223200,223800,225200,226400,225500,225100,226200,226500,226000,226500,228300,229600,229500,229300,228900,228800,230100,231100,230100,229900,231600,232900,233700,235600,237600,238100,237400,224432
61026,08244,Somers Point,NJ,Atlantic City,Atlantic,6318,214000,210600,209000,207300,206800,208400,209400,208800,209400,210900,213000,215500,217700,217500,216600,217100,219200,220200,220100,221000,222700,224200,225000,226100,227700,229900,230800,230200,228400,226700,225200,224100,221100,217700,215700,214800,212700,213800,217700,220100,220100,221200,221400,219600,217000,215400,213600,212200,210900,208600,205900,206000,206800,205100,203700,202700,202400,202700,205300,208100,215597
60781,07734,Keansburg,NJ,New York,Monmouth,6689,202400,200500,200900,202700,204300,203100,199300,197100,195900,195500,195700,196400,196700,197300,198200,200000,202800,203700,203300,203900,206800,208400,208800,207900,206500,205300,203800,199900,196000,196300,198800,200600,201300,202500,203200,204900,207200,209200,209900,209500,207800,207500,208500,209700,210000,210100,209400,208800,208600,207500,206300,206800,208100,209900,212200,213500,214000,215200,217500,219700,204960
60642,07305,Jersey City,NJ,New York,Hudson,424,177500,178200,181500,182200,177800,173000,173200,175700,176400,173400,172200,175000,177800,178900,179500,178500,177600,180200,182900,182800,182000,182000,182000,182100,181800,180600,179200,179100,179700,179200,178200,178800,182400,186100,188900,190200,191000,191500,193200,196300,200500,202200,201700,201900,203500,204700,205300,205500,207000,208900,210100,212500,217600,221500,222500,222000,223600,228700,234600,239900,191880
60907,08010,Edgewater Park,NJ,Philadelphia,Burlington,6695,192700,194800,197300,199200,199200,197800,195500,192300,190700,191200,191300,189400,186900,185700,185800,185300,184000,184100,186200,188400,189900,190700,190900,190700,189400,187800,187400,188300,189300,190100,190700,191900,193800,195600,194700,191300,188400,187700,188000,189200,191000,191500,191700,192300,192200,192800,194400,194700,193400,191400,190500,190300,190500,191000,191900,191800,191400,191500,192800,194700,191090
60901,08004,Waterford,NJ,Philadelphia,Camden,6704,183700,183300,181400,179700,178800,177800,176800,176600,178300,180200,181500,181900,182300,184000,186600,188800,190300,191300,193000,195000,194500,193100,193100,193700,193200,192000,190500,190700,191100,191200,191500,191700,192500,193200,192900,192500,192700,192500,192500,191900,191200,191400,192800,194000,194300,194200,193200,191800,192000,194100,195600,196300,198600,200500,199800,198000,197300,197300,197400,198200,190438
60943,08052,Maple Shade,NJ,Philadelphia,Burlington,4305,190800,189800,188100,187100,185900,185000,185800,186700,186500,185800,185500,186600,188600,189200,188600,187500,186600,186800,188500,191000,194100,195200,194500,193200,192800,192900,192800,191200,188200,185900,186100,186800,187800,188900,188100,185200,185000,186900,189000,190600,192800,194500,195400,194800,193100,191200,190700,190600,187900,185500,186100,188700,191300,192600,191800,191300,190900,190800,193100,197600,189605
61127,08610,Hamilton Township,NJ,Trenton,Mercer,2926,187400,186200,182600,178600,176700,176600,176800,176700,177300,177000,175600,173900,173600,175000,177600,180100,181400,180300,179100,180300,182700,185500,188400,190200,190700,190700,190700,190600,190100,190000,190800,190400,188100,186000,185500,185100,184000,183200,183200,183800,184200,184700,185600,186800,187500,187800,187400,186600,185500,183800,182000,181700,182000,182000,181200,180400,180200,180200,180100,180100,183205
60608,07104,Newark,NJ,New York,Essex,1012,172500,170700,167700,165100,163200,161900,162200,162900,163300,163100,163600,163700,163100,162500,162500,162500,163500,163300,164800,167500,166800,163000,161600,163900,167700,172400,175100,176600,178100,181500,184600,188900,190500,190700,190300,188500,185300,184400,183000,183900,186100,189300,193300,196500,196600,196900,198700,200300,202800,205000,204700,202600,200200,200800,206200,213600,220100,226400,230900,233000,182840
60995,08107,Oaklyn,NJ,Philadelphia,Camden,6012,176400,175400,174800,174200,172600,170600,168500,166600,165900,167000,169000,170900,172200,172900,173300,173600,173600,173400,172900,171700,170500,169800,170000,171400,172900,173000,172400,172500,173300,174600,176000,176500,176300,175900,174800,172700,170200,167500,166000,166200,167800,169200,170200,171800,173600,175300,177100,178400,178700,179200,180000,179800,180000,181300,182500,182600,182500,182400,182200,182900,173925
61135,08638,Ewing,NJ,Trenton,Mercer,4458,188400,189300,185900,182800,181200,179700,176200,174700,174700,173000,170900,169800,167300,165600,166500,168000,170000,171400,171100,170000,169400,169800,171500,173200,173300,173200,173900,173000,170600,169900,170600,171500,171900,171200,171200,171400,169700,166900,164500,163100,163400,164900,166100,166500,166400,167400,167600,167200,167800,168600,170100,171500,171300,170700,172500,173600,173900,174500,174800,174100,171653
61036,08302,Bridgeton,NJ,Vineland,Cumberland,1853,174800,174000,174400,176400,177500,177600,177500,175700,173200,171600,170400,168600,167300,167500,167800,168000,168300,168200,167500,167500,167800,168100,168500,168100,166500,165000,164600,164700,164300,163900,164600,165800,166500,166900,167700,168500,168700,167700,166600,166500,166900,166600,166200,167300,169300,169600,169400,170000,171900,174100,175500,175300,175600,176300,176800,177400,178300,180600,183900,186600,170707
60997,08109,Merchantville,NJ,Philadelphia,Camden,4478,164800,164700,164600,164300,163300,162800,162700,161600,160400,159800,159100,159200,160300,162100,164200,167000,170300,172300,172500,172100,171900,172000,172200,172200,172100,172000,171100,170000,169500,170900,172900,173400,172600,172000,171200,170500,169700,168700,168300,169200,170200,170200,170200,171000,172100,172800,173400,173800,174600,176200,177600,177500,177300,178000,179000,180000,180900,180900,179900,180300,170440
61071,08360,Vineland,NJ,Vineland,Cumberland,1581,176400,174400,172900,170800,168800,167900,168000,168000,168700,169100,168800,168400,168200,168000,168500,169500,169500,168700,168100,167700,166600,166100,166300,165800,164800,164900,165000,164200,163000,162700,162900,163100,162600,162800,163800,165300,165700,164400,163200,163800,164500,164200,164300,165100,165600,165900,165700,164800,164600,165200,165200,164600,164600,165200,165500,166700,168500,168400,166300,164800,166452
60960,08070,Pennsville Township,NJ,Philadelphia,Salem,6297,171500,170100,168400,166400,165500,166500,167300,167200,167200,167700,167900,166400,164000,162700,162700,163200,164600,168400,172300,173500,172900,173100,173200,173700,175300,176900,178200,179100,179900,178700,175200,171000,167400,163900,161700,160900,160600,160200,159800,160700,160700,158200,155500,154800,155800,156600,155900,154800,154100,153900,153600,152800,151500,151100,151800,152200,151800,151800,153400,155000,163853
61074,08401,Atlantic City,NJ,Atlantic City,Atlantic,854,189000,187200,185500,183700,180700,179000,177400,176600,177300,178700,180100,181600,182500,182500,182000,180900,180400,179000,176100,173300,171900,171400,171100,169100,166400,165800,166000,166800,168300,168400,167100,165700,163300,160400,158400,155700,152100,151100,151300,150400,148700,147600,145600,144800,144400,145900,146400,145200,143100,141600,140700,141200,141600,142200,143100,143300,144900,147300,150100,154700,162943
60911,08015,Browns Mills,NJ,Philadelphia,Burlington,5125,173400,172700,171800,170000,168000,167300,167400,166900,165900,165700,166400,166100,163900,161900,159800,156500,154300,153800,154200,155000,155800,156800,157900,158300,158100,158600,159500,159600,158600,157600,156800,157000,157500,156500,154700,154000,154200,154600,155200,156500,157800,158700,160100,161700,162700,163400,163300,163800,164700,165400,166600,167800,168400,168600,168700,169100,170100,170500,171200,172200,162227
61057,08332,Millville,NJ,Vineland,Cumberland,1929,164800,164400,163900,163200,161800,160800,160400,159800,158700,157100,155500,154900,155700,156400,155800,154200,153200,153600,154700,155600,155400,155300,156700,158400,157900,156700,156300,156800,157200,155700,153100,152500,153400,153800,153900,153900,153700,153600,154500,156100,156900,156900,157000,157700,159700,160300,158500,157800,159700,160800,160600,161600,162400,162600,163000,163500,162900,162700,162600,163100,157995
60916,08021,Lindenwold,NJ,Philadelphia,Camden,545,157200,157300,156800,155600,155400,156000,155900,155400,155300,155400,155100,154500,154200,153900,153900,154800,156200,156600,156200,155300,155200,156300,157200,156600,156300,157300,157400,156400,156800,158700,160000,160000,159300,158600,158600,159200,159300,158400,158000,157300,154600,152300,153200,155200,156300,156400,155500,155600,156900,157600,157800,158800,160300,161200,161500,162400,163800,164900,166000,166200,157407
60925,08031,Bellmawr,NJ,Philadelphia,Camden,6677,155000,154500,154000,154000,154300,154000,152100,150200,150200,151100,151600,152200,152700,153300,154100,154600,154800,154700,153500,152300,151400,150700,150300,150000,149900,150100,150300,150600,151000,151500,152800,153900,154700,155500,156300,155900,154900,154400,155200,156200,157000,157100,157500,158800,159500,158900,158300,157900,158000,157800,157600,157200,157100,157000,158100,159900,160900,160700,160000,160300,154807
60938,08046,Willingboro,NJ,Philadelphia,Burlington,3147,146900,147400,147800,147600,146200,145300,145100,145400,145600,145600,145400,145500,146000,146300,146100,145900,146300,147100,148200,149400,150400,151300,151600,150700,149100,148000,147900,148200,148100,148200,148700,149500,150200,150100,149200,148300,148300,148600,148400,147800,147700,147900,148100,148300,148100,147300,146700,146600,146400,145900,146100,146700,147300,147400,147000,147100,148300,149700,151700,153300,147822
61129,08618,Trenton,NJ,Trenton,Mercer,2108,145800,143700,141600,138500,137300,138600,139300,136900,135200,135400,135700,134800,134700,136000,137700,138600,138500,137300,136900,138100,140500,143000,144900,145700,145200,143700,142400,142400,143600,145200,145300,145400,145200,143700,142000,141300,140600,139600,138600,137900,137800,137900,138400,138800,139000,139300,140000,141000,141800,143100,144600,145500,146000,147300,149300,151500,153000,153700,154500,155300,141910
60615,07111,Irvington,NJ,New York,Essex,530,142200,140200,138900,138000,137600,137400,137200,135700,134000,133100,132500,131800,130700,129300,128200,128300,128400,128600,129900,131900,132800,132500,131400,130300,130300,131100,131800,133600,135900,137800,138800,139500,140000,140500,140200,139600,139500,139700,140200,142400,145700,147600,147000,145700,144800,144500,144500,145300,147400,149200,149500,148100,145400,144700,147300,150200,152600,154700,156300,159000,139522
60998,08110,Pennsauken,NJ,Philadelphia,Camden,5825,132600,131600,131200,130400,129700,129200,128900,129200,130100,130800,131000,130600,130200,130300,131200,132700,133900,134300,133700,132500,132100,132100,131700,131000,131800,132800,133200,132800,132900,134100,135900,137400,137500,136200,134900,133600,131700,130500,130100,129700,129800,131100,132200,132000,131400,131300,131000,130600,130700,131300,131600,132400,133000,133600,134700,136600,138100,140200,142700,144600,132750
60959,08069,Carneys Point Township,NJ,Philadelphia,Salem,6438,137000,136800,135700,134000,133800,133900,133400,133300,134000,133700,133000,131200,128400,126200,126300,127500,128400,129800,132600,134900,134900,134100,133600,133200,133700,134900,135800,137100,138200,138100,135400,131800,130100,130600,130600,130100,129900,130700,132700,135000,136700,137600,137900,138000,137400,135900,134900,135300,135500,134700,133700,132500,130500,128700,127900,127200,126500,125900,125600,125800,132710
61020,08232,Pleasantville,NJ,Atlantic City,Atlantic,5674,135000,130600,129200,128300,127700,127200,126300,125300,124800,124200,125200,126600,125900,124500,124200,123300,121700,120300,119600,119200,118800,117800,116800,116900,117700,118200,117400,116200,115700,115600,115800,116800,118100,118500,118300,117100,116200,116900,118400,118200,116900,116400,116100,114500,112500,111300,109500,107400,106300,106300,105500,104700,104400,105100,106100,106200,107500,110500,113500,115100,117505
61134,08629,Trenton,NJ,Trenton,Mercer,6912,117300,115600,114600,114000,113500,111600,109200,106800,104900,103000,101400,100300,100100,101600,103300,104800,105700,105900,105400,106400,107100,107500,107800,107900,106800,106900,108200,108500,107700,108000,109900,111700,113300,114300,114900,114600,113600,112500,111700,110600,108500,107900,109600,111800,112500,112500,112600,113100,114400,114300,113200,112800,113000,113600,114600,115000,114800,114700,114900,116100,110147
60924,08030,Gloucester City,NJ,Philadelphia,Camden,6538,113500,113500,113900,113200,111800,110100,108600,107600,108200,108900,109400,109500,109900,109900,109800,109400,109500,109200,108600,108000,107500,106600,106400,107600,107700,106700,105500,104200,103000,102400,101700,101300,102100,103300,103300,101300,99400,99100,99600,100000,99700,99700,99500,99000,98000,97500,97700,99200,100800,102600,103100,103300,103800,105200,107900,112200,115100,115800,115600,113800,106012
61128,08611,Trenton,NJ,Trenton,Mercer,4688,83000,82100,80800,79900,79200,77800,76900,76700,76800,77100,77700,77800,78000,78800,79600,81100,83000,83700,82400,81300,81100,82100,83400,84200,84400,84300,84000,84400,85500,87300,89600,91400,92100,92400,92400,92100,91900,91300,90400,89100,88000,87000,85700,85300,85900,85900,85800,85900,85900,86200,86700,86400,85700,85900,87100,88500,89500,90500,91300,92000,84872
